id,team_name
1030,North Qld Fury
1031,SC Freiburg U17
1032,Newcastle Res.
1033,Arm. Bielefeld
1034,Marc. Stallions
1035,Leverkusen U19
1036,Quick Boys U19
1037,Quick Boys
1038,Leverkusen Yth.
1039,Universitario
1040,MLS Pro 40
1041,AE Larisa
1042,Memphis 901
1043,Dep. Municipal
1044,SSV Ulm U17
1045,B. Saulgau Yth.
1046,Athinaikos
1047,Loko Moskau
1048,Celta Turista
1049,Messina Peloro
1050,AC Siena
1051,SV Zimmern Yth.
1052,Cambridge Utd.
1053,SV Zimmern U17
1054,Valur
1055,SC Freiburg II
1056,Reading U18
1057,FC 08 Villingen
1058,FK Srem
1059,Anderlecht Yth.
1060,Bayonne
1061,Karlsruhe Yth.
1062,VfL Kirch. Yth.
1063,Paris SG U19
1064,Karlsruhe U17
1065,Karlsruhe U19
1066,Valencia U19
1067,St Blazey
1068,Djurgården
1069,Heavy Transport
1070,Hayes FC
1071,Southall
1072,Kolkata
1073,Colchester Utd.
1074,Muangthong Utd.
1075,AS Arta/Solar7
1076,Rennes U19
1077,BSV Al-Ders. II
1078,Daegu FC
1079,SC Paderborn
1080,CD Acero
1081,SC Bastia B
1082,G. Bordeaux B
1083,Benevento
1084,Esteghlal FC 
1085,Persepolis
1086,Accrington
1087,Écija Balompié
1088,CF Estrela 
1089,Belenenses
1090,Krasnodar
1091,Germinal Ekeren
1092,VAC Beerschot
1093,Kilmarnock FC
1094,Montpellier U19
1095,St. Johnstone
1096,Pescara
1097,FC Twente U21
1098,Karagümrük
1099,Kocaelispor
1100,JGA Nevers
1101,AS Beaune
1102,Ümraniyespor
1103,Racing Besançon
1104,Standard U21
1105,SD Luneng
1106,Oberndorf
1107,Mikkelin
1108,SV Sachsenburg
1109,Deportivo Gijón
1110,Fortuna Köln
1111,FK Cukaricki
1112,FC Bremerhaven
1113,Cork City
1114,CS Thonon
1115,NEC
1116,NEC U19
1117,Minnesota Kicks
1118,Skelmersdale
1119,Marítimo
1120,Paysandu
1121,KPT-85
1122,Taubaté
1123,Neret. Metkovic
1124,Tiverton
1125,Rizespor
1126,Stafford Rangers
1127,Tijuana Jgd.
1128,Aschaffenburg
1129,60 Aschaffenb.
1130,LOSC Lille B
1131,Baldock Town
1132,Vannes
1133,Rot-Weiß Lüdenscheid
1134,FC Steaua U19
1135,Venados II
1136,Progreso
1137,Tapatíos
1138,Atlas U17
1139,Troyes
1140,Tijuana U17
1141,PSV SW Salzburg
1142,Ethnikos
1143,Olympiakos N.
1144,Kukmirn
1145,TuS Rüssingen
1146,Augsburg-O.
1147,ATSV Wattenheim
1148,K'lautern U17
1149,VfL Bochum Yth.
1150,FC Basel U18
1151,Real Madrid Dep.
1152,APO Levadiakos
1153,Halberst. Yth.
1154,Barça Amat.
1155,Halberstadt U17
1156,Großklein
1157,Bad Gleichenb.
1158,Halberstadt U19
1159,Drøbak-Frogn
1160,Energie Cottbus
1161,Blankenb. FV
1162,Everton Res.
1163,Hartberg II
1164,Bad Aussee
1165,Vöcklabruck
1166,Anger
1167,ASK Köflach
1168,Feldbach
1169,Flavia Solva
1170,SC V.-M. Yth.
1171,W. Bremen U19
1172,AS Cannes U17
1173,TSG Eisenberg
1174,Frigg
1175,Apol. Kalamarias
1176,Ay-Yildizspor
1177,VPS
1178,Flamurtari FC
1179,FK Partizani
1180,Dulwich Hamlet
1181,Istanbulspor
1182,Samsunspor
1183,IFK Hässleholm
1184,CD Pesquero
1185,Alianza Lima
1186,Graesrödderne
1187,Eastleigh
1188,FC Guernsey
1189,Pohronie
1190,EA Guingamp B
1191,SG Mettlach U17
1192,Trasandino
1193,W. Mannheim U19
1194,Memmingen Yth.
1195,Thannhausen Jgd
1196,TSV 1860 U17
1197,TSV 1860 U19
1198,W. Mannheim U17
1199,AS Cherbourg
1200,Lambsheim U17
1201,St.Truiden U21
1202,SSV Bachem Yth.
1203,FavAC
1204,Mettlach Yth.
1205,Tre Penne
1206,Mendrisiostar
1207,SF Larrelt
1208,Rot-Weiss Essen 
1209,Chelsea Youth
1210,Rosenheim Yth.
1211,Clairef. Yth.
1212,Monaco Youth
1213,T. Schalke Yth.
1214,Falke Ge. Yth.
1215,RW Essen U17
1216,AC Venezia 1907
1217,Feyenoord Youth
1218,Feyenoord U17
1219,Feyenoord U19
1220,Chemnitz U17
1221,Chemnitz U19
1222,Chemnitz II
1223,H. Rostock Yth.
1224,Prato Youth
1225,Arsenal Youth
1226,FC Baar
1227,River Plate U20
1228,Hombr. SV Yth.
1229,B. Dortmund U19
1230,VV Noordwijk Yo
1231,Noordwijk
1232,Minnesota Thunder
1233,FC Zug
1234,Santa Lucia
1235,Toulouse B
1236,Offenbach U19
1237,Kaposvár
1238,Soroksári VOSE
1239,Repülő SC
1240,Plymouth
1241,Chemnitzer FC
1242,Rovers FC Youth
1243,Man Utd Youth
1244,FBK Balkan
1245,FC Den Bosch
1246,Indep'te II
1247,Volgar
1248,Olymp. Lyon U17
1249,Real Madrid U19
1250,CD Leganés
1251,Malmö FF U17
1252,Den Bosch U17
1253,Malmö FF U19
1254,Vannes U17
1255,Levallois SC
1256,Le Mans UC 72 B
1257,Le Mans UC 72
1258,Arizona United
1259,Den Bosch U19
1260,Groningen U19
1261,Watford Yth.
1262,Vikt. Plzen U19
1263,SC Bastia U19
1264,Milan U19
1265,Al-Qadsiah
1266,Danubio FC
1267,LOSC Lille Yth.
1268,LOSC Lille U19
1269,Chmel Blsany
1270,Groningen U17
1271,Brescia U17
1272,Brescia U19
1273,Ent. Mel-Font
1274,QD Huanghai
1275,KRC Genk Youth
1276,Arsenal U18
1277,K'lautern II
1278,FC 08 Homburg
1279,FC Homburg II
1280,Marsonia U19
1281,Cobreloa
1282,Hudiksvalls FF
1283,El Mokawloon
1284,1.FC Köln U19
1285,Nuorese
1286,Torres
1287,Zeljeznicar SB
1288,Lumezzane
1289,Rockmount AFC
1290,Cobh Ramblers
1291,Envigado
1292,Banfield II
1293,RS Futebol
1294,AS Excelsior
1295,Monza
1296,Jamshedpur FC
1297,SG Blaubach-Diedelkopf
1298,IFK Stockholm
1299,Erkenschwick
1300,Wuppertaler SV
1301,Catania
1302,Tasmania Berlin
1303,Chicago Spurs
1304,AIK U19
1305,Melbourne Heart
1306,HZ Greentown
1307,Quimper FC
1308,Red Star U19
1309,Spartak
1310,LB Châteauroux U19
1311,Wadi Degla 
1312,Differdange 03
1313,Cremonese
1314,Stade Reims B
1315,Man. Howrah
1316,Usti nad Labem
1317,Conwy
1318,Winsford
1319,Southend United
1320,Rhyl
1321,Dag & Red FC
1322,Greenwich
1323,AZ Alkmaar
1324,CABJ U20
1325,Neerlandia/SLTO
1326,Campomaiorense
1327,Boavista
1328,RB Salzburg
1329,Blaubach-D. U17
1330,SG Blaubach-Diedelkopf U19
1331,FK Sabail
1332,Kitchee
1333,Indep'te U20
1334,Siegburger SV
1335,Fleetwood
1336,Halifax Town
1337,Stocksbridge
1338,FC Baniyas
1339,AS Monaco C
1340,Platense
1341,Kumu
1342,AC Semassi FC
1343,Olimpia
1344,SM Caen U19
1345,Stal Mielec
1346,TB Rowdies
1347,SW Essen U19
1348,Everton U18
1349,Lisburn FC
1350,Frankfurt U19
1351,Cynthia
1352,Aris Limassol
1353,INF Vichy
1354,Lège Cap-Ferret
1355,FC Bassin d'Arcachon
1356,Biganos
1357,Skoda Plzen U19
1358,NK Zadar U17
1359,Comarca Níjar
1360,Zrinjski Mostar
1361,Inter Zapresic
1362,San Michele
