id,player_name
231289,Otavio (1995)
160400,Pachin
764937,Palamone
19817,Paquito
44700,Paulao
3623,Pauleta
212923,Paulinho (1994)
211072,Paulinho (1992)
57229,Paulinho (1988)
683840,Pedri
515208,Pedrinho (1998)
30274,Pedrinho (1977)
65278,Pedro (1987)
17121,Pele
99189,Pele (1991)
48930,Pele (1987)
520662,Pepe (1997)
14132,Pepe (1983)
302785,Pepe (1935)
1321688,Peque
45889,Pereirinha
13917,Petit
145508,Piazza
676821,Pingo
135098,Pirri
64339,Pizzi
13957,Quim
238055,Rafa
217254,Rafinha (1993)
33947,Rafinha (1985)
102583,Rai
99903,Ralf
54170,Ramires
411295,Raphinha
569896,Raudnei
7349,Raul
40943,Reinaldo (1980)
12151,Reinaldo (1979)
627226,Reinier
15445,Renato
92904,Reynaldo
52901,Ricardinho (1976)
378710,Richarlison
169932,Ricky
23102,Riki
47653,Rincon
3372,Rivaldo
15511,Robinho
23967,Robson
357565,Rodri
131505,Rodrigo
412363,Rodrygo
401527,Rogerio
27300,Rolando
7942,Romario
13129,Romeu
56977,Romulo (1987)
34175,Romulo (1982)
102589,Ronaldao
3373,Ronaldinho
3140,Ronaldo (1976)
6887,Ronaldo (1974)
14249,Rossato
37598,Rubinho
789281,Ruiter
245327,Santana
302167,Saraiva
743591,Savinho
7976,Savio
9829,Secretario
106935,Semedo
193303,Sequeira
5819,Serginho
290348,Serra
27374,Sidnei
3981,Silas (1976)
126892,Silvino
84511,Silvio
8019,Simao
194549,Simy
111961,Suso
3359,Sylvinho
258626,Talisca
52402,Tcheco
371256,Tete
353162,Tilico
15978,Tinga
96657,Tita
13972,Tonel
13824,Tonito
229675,Tostao
7535,Tote
606718,Toti
412669,Trincao
59324,Tulio
7557,Vagner
229225,Valdeir
24876,Valdir
7528,Valdo
26542,Vampeta
789082,Vanderson
31316,Varela
151248,Vava
7582,Vicente
35247,Vieirinha
286772,Vinicius
7283,Viola
586853,Vitinha (2000)
223767,Vitor
225335,Wallace (1994)
68833,Wallace (1987)
74605,Walter
4328,Wamberto
37775,Weldon
74789,Wellington
228433,Wendell
674732,Wesley
341710,William
52769,Willian
7607,Xavi
544784,Zaidu
52059,Zanka
102584,Zetti
27766,Zinho
236132,Zito
248064,Zizinho
237686,Zozimo
52119,Patrick van Aanholt
55626,Naim Aarab
95417,Einar Jan Aas
223330,Beniamino Abate
16631,Ignazio Abate
221662,Eduard Abazaj
3507,Christian Abbiati
354723,Alessandro Abbondanza
19937,Roberto Abbondanzieri
108830,Aymen Abdennour
20725,Nelson Abeijon
1678,Mathias Abel
45641,Matias Abelairas
28002,Damia Abella
5283,Eric Abidal
273455,Felipe Abner
24721,Stanley Aborah
107822,Samassi Abou
147487,Vincent Aboubakar
393238,Zakaria Aboukhlal
58178,David Abraham
579289,Paulos Abraham
331726,Tammy Abraham
71318,Rudiger Abramczik
481928,Manuel Abreu
45367,Nuno Abreu
53817,Sebastian Abreu
40688,Fabrice Abriel
164478,Mohammed Abu
131075,Francesco Acerbi
116060,Eduardo Acevedo
54967,Alberto Acosta
214164,Juan Acosta
45307,Lautaro Acosta
756252,Luis Alberto Acosta
60410,Marcos Acuna
28238,Tony Adams
44062,Antonio Adan
5774,Daniele Adani
258878,Tosin Adarabioyo
4336,Eric Addo
102,Otto Addo
80599,David Addy
607586,Enzo Adeagbo
8883,Emmanuel Adebayor
331514,Bobby Adekanye
168211,Seyi Adeleke
33759,Saidi Oluseyi Adeshokan
26458,Edgardo Adinolfi
85563,Dominic Adiyiah
395236,Yacine Adli
18510,Rainer Adolf
48974,Luiz Adriano
8518,Freddy Adu
101050,Berry van Aerle
15760,Ibrahim Afellay
872380,Felix Afena-Gyan
4829,Rabiu Afolabi
914699,Leo Afonso
957743,Luis Afonso
228,Victor Agali
7821,David Aganzo
28862,Michael Agazzi
37148,Gabriel Agbonlahor
22832,Daniel Agger
356073,Paolo Agosteo
227540,Andrea Agostinelli
118258,Luigi De Agostini
180478,Massimo Agostini
569384,Lucien Agoume
299106,Nelson Agresta
148489,Mikel Agu
179147,Jose Aguas
92082,Rui Aguas
247421,Juan Aguero
26399,Sergio Aguero
75333,Bruno Aguiar
51454,Luis Aguiar
116069,Carlos Aguilera
55132,Marcelo Aguirre
371700,Oscar Aguirregaray
246244,Sergio Aguza
384807,Thomas Agyepong
229,Abdelaziz Ahanfouf
178313,Jean-Eudes Aholou
358250,Joseph Aidoo
3411,Pablo Aimar
236490,Ola Aina
432334,Mauro Airez
30710,Ismail Aissati
251912,Semi Ajayi
25484,Olasunkanmi Akande Ajide
12114,Jamal Akachar
12060,Kanga Akale
284730,Manuel Akanji
682032,Marley Ake
177476,Nathan Ake
709969,Ilias Akhomach
355627,Sergio Akieme
969192,Ebenezer Akinsanmiro
197642,Chuba Akpom
170481,Jean-Daniel Akpa Akpro
58359,Ozgur Aktas
382528,Kerem Akturkoglu
620598,Ameen Al-Dakhil
59016,David Alaba
193782,Lucas Alario
69751,Jordi Alba
7575,David Albelda
88539,Tony Alberda
3390,Demetrio Albertini
15783,Carlos Alberto (1984)
117597,Julio Alberto
128220,Luis Alberto
145362,Enrico Albertosi
72184,Miguel Albiol
15452,Raul Albiol
116143,Arthur Albiston
126716,Paco Alcacer
492726,Ademir Alcantara
60444,Thiago Alcantara
748319,Carlos Alcaraz
42710,Toby Alderweireld
30794,German Alemanno
284854,Carles Alena
9804,Dmitriy Alenichev
98334,Romain Alessandrini
830243,Filippo Alessio
314353,Trent Alexander-Arnold
3265,Niclas Alexandersson
45370,Fernando Alexandre
134926,Jose Ramon Alexanko
74354,Emiliano Alfaro
7700,Pablo Alfaro
149247,Rob Alflen
34334,Enrico Alfonso
149945,Jimmy Algerino
152512,Carlos Alhinho
3266,Jeremie Aliadiere
81396,Denis Alibec
4629,Mo Allach
3267,Marcus Allback
237855,Luigi Allemandi
176672,Clive Allen
51452,Joe Allen
872184,Tadeo Allende
843595,Max Alleyne
207929,Dele Alli
534033,Alexis Mac Allister
13761,Klaus Allofs
618405,Teddy Alloh
576028,Thiago Almada
51529,Michael Almeback
375382,Andre Almeida
329519,Dinis Almeida
9824,Hugo Almeida
19101,Paulo Almeida
39113,Federico Almerares
5792,Matias Almeyda
5890,Sergio Almiron (1980)
116677,Sergio Almiron (1958)
16621,Manuel Almunia
47594,Zlatan Alomerovic
33935,Alejandro Alonso
7868,Diego Alonso
51583,Ivan Alonso
170709,Juanito Alonso
112515,Marcos Alonso (1990)
141787,Norberto Alonso
7476,Xabi Alonso
5548,Jerome Alonzo
31571,Jose Altafini
449994,Ricardo Altamirano
116678,Alessandro Altobelli
19938,Pablo Alvarado
55135,Cristian Alvarez
280149,Favio Alvarez
892929,Hugo Alvarez
576024,Julian Alvarez
76077,Ricardo Alvarez
